name,layout,ruling_date,ruling_text
Darkbore Pathway // Slitherbore Pathway,modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
Darkbore Pathway // Slitherbore Pathway,modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
Darkbore Pathway // Slitherbore Pathway,modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"You choose which cards you’re exiling as Egon’s triggered ability is resolving. If there are two or more cards in your graveyard at that time, you must exile two of them. You can’t choose not to exile cards and sacrifice Egon instead to draw a card."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If there’s only one card in your graveyard, you’ll exile it. Then, because you couldn’t exile two cards, you’ll sacrifice Egon and draw a card."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If Egon leaves the battlefield before its triggered ability resolves, you’ll still exile two cards from your graveyard if you can and draw a card if you can’t."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"Although players may respond to Throne of Death’s activated ability, they can’t respond to the paying of its activation cost. The creature card will already be exiled by the time anyone can respond."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"You choose which cards you’re exiling as Egon’s triggered ability is resolving. If there are two or more cards in your graveyard at that time, you must exile two of them. You can’t choose not to exile cards and sacrifice Egon instead to draw a card."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If there’s only one card in your graveyard, you’ll exile it. Then, because you couldn’t exile two cards, you’ll sacrifice Egon and draw a card."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"If Egon leaves the battlefield before its triggered ability resolves, you’ll still exile two cards from your graveyard if you can and draw a card if you can’t."
"Egon, God of Death // Throne of Death",modal_dfc,2021-02-05,"Although players may respond to Throne of Death’s activated ability, they can’t respond to the paying of its activation cost. The creature card will already be exiled by the time anyone can respond."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If a creature loses vigilance after it attacks (perhaps because Esika leaves the battlefield), that creature will continue attacking. It won’t become tapped."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"While resolving the triggered ability of The Prismatic Bridge, if there are no creature or planeswalker cards in your library, you’ll simply reveal your entire library, randomize it, and continue playing."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If you reveal a double-faced card whose front face is a creature or planeswalker, you’ll put it onto the battlefield with its front face up."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If a creature loses vigilance after it attacks (perhaps because Esika leaves the battlefield), that creature will continue attacking. It won’t become tapped."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"While resolving the triggered ability of The Prismatic Bridge, if there are no creature or planeswalker cards in your library, you’ll simply reveal your entire library, randomize it, and continue playing."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If you reveal a double-faced card whose front face is a creature or planeswalker, you’ll put it onto the battlefield with its front face up."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Esika, God of the Tree // The Prismatic Bridge",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,A creature you control is enchanted or equipped if there’s an Aura or an Equipment attached to it. You don’t have to control that Aura or Equipment.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"Similarly, you don’t have to control the Aura or Equipment that you choose as a target of Halvar’s triggered ability, but it must be attached to a creature you control."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If either target of the triggered ability is an illegal target as the ability resolves, the ability won’t do anything. If both targets are illegal, the ability won’t resolve. If the Aura or Equipment is already attached to the target creature, nothing hap"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If the creature equipped by Sword of the Realms dies but leaves the graveyard before the triggered ability resolves, it won’t be returned to its owner’s hand. It will just stay wherever it went."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If Sword of the Realms is attached to a token creature that dies, the Sword’s triggered ability will trigger, but the token will cease to exist after going to the graveyard. It won’t be returned to its owner’s hand."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,A creature you control is enchanted or equipped if there’s an Aura or an Equipment attached to it. You don’t have to control that Aura or Equipment.
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"Similarly, you don’t have to control the Aura or Equipment that you choose as a target of Halvar’s triggered ability, but it must be attached to a creature you control."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If either target of the triggered ability is an illegal target as the ability resolves, the ability won’t do anything. If both targets are illegal, the ability won’t resolve. If the Aura or Equipment is already attached to the target creature, nothing hap"
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If the creature equipped by Sword of the Realms dies but leaves the graveyard before the triggered ability resolves, it won’t be returned to its owner’s hand. It will just stay wherever it went."
"Halvar, God of Battle // Sword of the Realms",modal_dfc,2021-02-05,"If Sword of the Realms is attached to a token creature that dies, the Sword’s triggered ability will trigger, but the token will cease to exist after going to the graveyard. It won’t be returned to its owner’s hand."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
Hengegate Pathway // Mistgate Pathway,modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Snow is a supertype, not a card type. It has no rules meaning or function by itself, but spells and abilities may refer to it."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,The {S} symbol is a generic mana symbol. It represents a cost that can be paid by one mana that was produced by a snow source. That mana can be any color or colorless.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Snow isn’t a type of mana. If an effect says you may spend mana as though it were any type, you can’t pay for {S} using mana that wasn’t produced by a snow source."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,Some cards have additional effects for each {S} spent to cast them. You can cast these spells even if you don’t spend any snow mana to cast them; their additional effects simply won’t do anything.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"The Kaldheim set doesn’t have any cards with mana costs that include {S}, but some previous sets do. If an effect says such a spell costs {1} less to cast, that reduction doesn’t apply to any {S} costs. This is also true for activated abilities that inclu"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,Jorn’s triggered ability will untap Jorn itself.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"A snow permanent card is any artifact, creature, enchantment, land, or planeswalker card with the supertype snow."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"You don’t play the card as Kaldring’s activated ability is resolving; rather, that ability gives you permission to play that card that turn. You must follow the normal timing permissions and restrictions for the card when you play it. To play a land this "
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"You’ll still pay all costs to cast a spell this way, including any additional costs. You may also pay alternative costs if any are unavailable."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Even though you may play the card, it isn’t in your hand, so you can’t, for example, discard it or foretell it."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If you don’t end up playing the card, it remains in your graveyard. You can’t play it on future turns unless you target it again with Kaldring’s ability (or something else lets you play it)."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect allows you to play a land or cast a spell from among a group of cards, you may play or cast a modal double-faced card with any face that fits the criteria of that effect."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"The converted mana cost of a modal double-faced card is based on the characteristics of the face that’s being considered. On the stack and battlefield, consider whichever face is up. In all other zones, consider only the front face. This is different than"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,A modal double-faced card can’t be transformed or be put onto the battlefield transformed. Ignore any instruction to transform a modal double-faced card or to put one onto the battlefield transformed.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect puts a double-faced card onto the battlefield, it enters with its front face up. If that front face can’t be put onto the battlefield, it doesn’t enter the battlefield."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If an effect instructs a player to choose a card name, the name of either face may be chosen. If that effect or a linked ability refers to a spell with the chosen name being cast and/or a land with the chosen name being played, it considers only the chose"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"In the Commander variant, a double-faced card’s color identity is determined by the mana costs and mana symbols in the rules text of both faces combined. If either face has a color indicator or basic land type, those are also considered."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Snow is a supertype, not a card type. It has no rules meaning or function by itself, but spells and abilities may refer to it."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,The {S} symbol is a generic mana symbol. It represents a cost that can be paid by one mana that was produced by a snow source. That mana can be any color or colorless.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Snow isn’t a type of mana. If an effect says you may spend mana as though it were any type, you can’t pay for {S} using mana that wasn’t produced by a snow source."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,Some cards have additional effects for each {S} spent to cast them. You can cast these spells even if you don’t spend any snow mana to cast them; their additional effects simply won’t do anything.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"The Kaldheim set doesn’t have any cards with mana costs that include {S}, but some previous sets do. If an effect says such a spell costs {1} less to cast, that reduction doesn’t apply to any {S} costs. This is also true for activated abilities that inclu"
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,Jorn’s triggered ability will untap Jorn itself.
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"A snow permanent card is any artifact, creature, enchantment, land, or planeswalker card with the supertype snow."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"You don’t play the card as Kaldring’s activated ability is resolving; rather, that ability gives you permission to play that card that turn. You must follow the normal timing permissions and restrictions for the card when you play it. To play a land this "
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"You’ll still pay all costs to cast a spell this way, including any additional costs. You may also pay alternative costs if any are unavailable."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"Even though you may play the card, it isn’t in your hand, so you can’t, for example, discard it or foretell it."
"Jorn, God of Winter // Kaldring, the Rimestaff",modal_dfc,2021-02-05,"If you don’t end up playing the card, it remains in your graveyard. You can’t play it on future turns unless you target it again with Kaldring’s ability (or something else lets you play it)."
"Kolvori, God of Kinship // The Ringhart Crest",modal_dfc,2021-02-05,There is a single triangle icon in the top left corner of the front face. There is a double triangle icon in the top left corner of the back face.
"Kolvori, God of Kinship // The Ringhart Crest",modal_dfc,2021-02-05,"To determine whether it is legal to play a modal double-faced card, consider only the characteristics of the face you’re playing and ignore the other face’s characteristics."
"Kolvori, God of Kinship // The Ringhart Crest",modal_dfc,2021-02-05,"If an effect allows you to play a specific modal double-faced card, you may cast it as a spell or play it as a land, as determined by which face you choose to play. If an effect allows you to cast (rather than “play”) a specific modal double-faced card, y"
